target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)OCCP(c1ccccc1)(->c1ccccc1)[Rh+]3,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCCO2)OCCO4)cc1,COc1ccccc1P1(->c2ccccc2)CCOp2(->oc3c(C(C)(C)C)cc(C)c(C)c3c3c(C)c(C)cc(C(C)(C)C)c3o2)[Rh+]1,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)OCCP(c1ccccc1)(->c1ccccc1)[Rh+]3,C[C@@H]1Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Rh+]P1(c1ccccc1)->c1ccccc1,COc1cccc2c1-c1c(OC)cccc1P(c1ccccc1)(->c1ccccc1)[Ru+2]P2(c1ccccc1)->c1ccccc1,3,-5.871037483215332,-0.08154218643903732,72
C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC1(C)OP2(->N(S(=O)(=O)c3ccc4ccccc4c3)[C@@H]3CCCC[C@H]3N2S(=O)(=O)c2ccc3ccccc3c2)[Ir+]N2->[C@@H](C(C)(C)C)COC=21,CC1(C)O[C@H]2[C@@H](O1)C(c1ccccc1)(c1ccccc1)OP1(->OC2(c2ccccc2)c2ccccc2)OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2c2scc(-c3ccccc3)<-n2[Ir+]1,1,-1.4366334676742554,-0.02710629254579544,53
CCN(CC)p12->oc3c(P(c4ccccc4)c4ccccc4)cc4ccccc4c3c3c(o1)c(cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CCN(CC)p12->oc3c(P(c4ccccc4)c4ccccc4)cc4ccccc4c3c3c(o1)c(cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,c1ccc(P(c2ccccc2)c2cc3ccccc3c3c2op2(N4CCCCC4)->oc4c(cc5ccccc5c43)P(c3ccccc3)(->c3ccccc3)[Rh+]2)cc1,C[C@@H](C1=C(P2(C)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@H](C1=C(P2(C)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@@H]1[Fe]C1C=CC=C1)N(C)C,1,-0.7541009783744812,-0.009922381490468979,76
CC(C)(C)P12->[C@@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,CC(C)(C)P12->[C@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,C[C@@H]1CC[C@@H](C)<-P12CCP1(->[C@H](C)CC[C@H]1C)[Rh+]2,CC(C)(C)<-P1(C)CCP(C)(->C(C)(C)C)[Rh+]1,CC(C)(C)<-P1(C)CCP(C)(->C2CCCCC2)[Rh+]1,CC[C@H]1CC[C@H](CC)<-P12[Rh+]P1(->[C@@H](CC)CC[C@@H]1CC)c1ccccc12,0,-16.81593132019043,-0.3655637204647064,46
CO[C@@H]1COC(c2ccccc2)O[C@H]1[C@@H]1OC(c2ccccc2)OC[C@H]1Op1([Rh+]p2(O[C@@H]3COC(c4ccccc4)O[C@H]3[C@@H]3OC(c4ccccc4)OC[C@H]3OC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)P1([Rh+]P2(N(C)C)->Oc3cccc4c3C3(CCc5cccc(c53)O2)CC4)->Oc2cccc3c2C2(CCc4cccc(c42)O1)CC3,CC(C)P1([Rh+]P2(C(C)C)->Oc3cccc4c3C3(CCc5cccc(c53)O2)CC4)->Oc2cccc3c2C2(CCc4cccc(c42)O1)CC3,CC(C)(C)Oc1ccccc1P1(->c2ccccc2)CCP(c2ccccc2)(->c2ccccc2OC(C)(C)C)[Rh+]1,CC(C)(C)P1(->C(C)(C)C)NP(C)(->C(C)(C)C)[Rh+]1,C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)N1Cc1ccccc1,0,-5.078760147094727,-0.031941886991262436,159
c1ccc([C@@H]2CC[C@@H](c3ccccc3)<-P23CCP2(->[C@H](c4ccccc4)CC[C@H]2c2ccccc2)[Ni+2]3)cc1,c1ccc([C@@H]2CC[C@@H](c3ccccc3)<-P23CCP2(->[C@H](c4ccccc4)CC[C@H]2c2ccccc2)[Ni+2]3)cc1,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,c1ccc(P2(->c3ccccc3)[Ni+2]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCO2)OCO4)cc1,C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2C2=N(->[C@@H](C(C)C)CO2)[Ir+]1,1,-0.16959261894226074,-0.0024578641168773174,69
C1=CC2[Fe]C3C=CC=C3P3(->Cc4ccc5ccccc5c4-c4c(ccc5ccccc45)C3)[Rh+]P3(->Cc4ccc5ccccc5c4-c4c(ccc5ccccc45)C3)C2=C1,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCO2)OCO4)cc1,CC(C)(C)P12->[C@@H](c3ccccc3C1)[C@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,C[C@H]1CC[C@H](C)<-P12[Rh+]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3cccc4c3-c3c(cccc32)OCCCO4)cc1,0,-8.573518753051758,-0.09421449154615402,91
C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC(C)(C)P12->[C@H](CCC1)C1=N(->[C@@H](c3ccccc3)CO1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2c2scc(-c3ccccc3)<-n2[Ir+]1,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1CSC=2c1ccccc1,1,-1.4093393087387085,-0.026591308414936066,53
CN(C)P1([Rh+]P2(N(C)C)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)->Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,c1ccc2c3c(ccc2c1)CP([Rh+]P1(N2CCC2)->Cc2ccc4ccccc4c2-c2c(ccc4ccccc24)C1)(N1CCC1)->Cc1ccc2ccccc2c1-3,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,0,-4.792198181152344,-0.06066073477268219,79
CC1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccc(C(F)(F)F)cc2)(->c2ccc(C(F)(F)F)cc2)[Ru+2]P1(C(C)(C)C)->C(C)(C)C,CC1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Ru+2]P1(C(C)(C)C)->C(C)(C)C,CCP1(CC)->C2=C[C@H]([Fe]C3C=CC=C3)C=C2C(C)P(C(C)(C)C)(->C(C)(C)C)[Rh+]1,CCP1(CC)->C2=C[C@H]([Fe]C3C=CC=C3)C=C2C(C)P(C(C)(C)C)(->C(C)(C)C)[Ru+2]1,CC(C)Oc1ccccc1P1(->c2ccccc2OC(C)C)[Ir+]P(C(C)(C)C)(->C(C)(C)C)[C@H](C)C2=C[C@H]([Fe]C3C=CC=C3)C=C21,Cc1ccccc1P1(c2ccccc2C)->C(C)C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(C(C)(C)C)(->C(C)(C)C)[Rh+]1,0,-3.5550148487091064,-0.040397897362709045,88
c1ccc2<-n3c(oc2c1)N1CCC[C@H]1CP(C1CCCCC1)(->C1CCCCC1)[Ir+]3,O=S(CCc1ccccc1)(c1ccccc1)=N1->c2cccc3cccc(c32)P(c2ccccc2)(->c2ccccc2)[Ir+]1,c1ccc2<-n3c(sc2)[C@H]2[C@@H]4CC[C@@H](C4)N2P(c2ccccc2)(->c2ccccc2)[Ir+]3)cc1,CC(C)CS(=O)(c1ccccc1)=N1->c2cccc3cccc(c32)P(c2ccccc2)(->c2ccccc2)[Ir+]1,C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CS(=O)(c1ccccc1)=N1->c2cccc3cccc(c32)P(c2ccccc2)(->c2ccccc2)[Ir+]1,0,-5.462706089019775,-0.10925412178039551,50
CC(C)[C@@H]1NP(C)(->C(C)(C)C)[Ir+]N2->[C@@H](C(C)C)COC=21,Cc1ccccc1P1(->c2ccccc2C)OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,CC(C)[C@@H]1NP(C)(->C(C)(C)C)[Ir+]N2->[C@@H](C(C)C)COC=21,COc1ccc([C@@H]2c3<-n(nn(-c4ccccc4)c3)[Ir+]P(c3ccccc3)(->c3ccccc3)N2c2ccccc2OC)cc1,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(C1CCCCC1)(->C1CCCCC1)[Ir+]2,COc1ccc([C@@H]2c3<-n(nn(-c4ccccc4)c3)[Ir+]P(C(C)C)(->C(C)C)N2c2ccccc2OC)cc1,2,-1.8085532188415527,-0.03931637480854988,46
Cc1ccccc1P1(c2ccccc2C)->c2cc(COCc3c(F)c(F)cc(F)c3F)ccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(CN3C4=N(->[C@@H]5CCCC[C@H]53)[Ir+]P(c3ccccc3)(->c3ccccc3)c3ccccc34)c(F)c2F)c(F)c1F,Cc1ccccc1P1(c2ccccc2C)->c2cc(COCc3c(F)c(F)cc(F)c3F)ccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Fc1c(F)c(F)c(CN2C3=N(->[C@@H]4CCCC[C@H]42)[Ir+]P(c2ccccc2)(->c2ccccc2)c2ccccc23)c(F)c1F,F[B-](F)(F)c1ccc(CN2C3=N(->[C@@H]4CCCC[C@H]42)[Ir+]P(c2ccccc2)(->c2ccccc2)c2ccccc23)cc1,CC(C)(C)[C@@H]1[C@@H](C(C)(C)C)N2->C(c3ccccc3P(c3ccccc3)(->c3ccccc3)[Ir+]=2)N1Cc1c(F)c(F)c(F)c(F)c1F,2,-1.7251441478729248,-0.02300192229449749,75
O=C(NCc1ccc(COp2([Rh+]p3(OCc4ccc(CNC(=O)c5ccccc5)cc4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1)c1ccccc1,O=C(NCCc1cccc(COp2([Rh+]p3(OCc4cccc(CCNC(=O)c5ccccc5)c4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)c1)c1ccccc1,O=C(NCCc1ccc(COp2([Rh+]p3(OCc4ccc(CCNC(=O)c5ccccc5)cc4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1)c1ccccc1,O=C(Nc1cccc(COp2([Rh+]p3(OCc4cccc(NC(=O)c5ccccc5)c4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)c1)c1ccccc1,CN(C)[C@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Ru+2]P(c2ccccc2)(->c2ccccc2)c2ccccc21,COC[C@@H]1Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]P(c2ccccc2)(->c2ccccc2)[C@@H]1c1ccccc1,0,-4.393474102020264,-0.04068031534552574,108
c1ccc(N2CCN(p3([Rh+]p4(N5CCN(c6ccccc6)CC5)->oc5ccc6ccccc6c5c5c(ccc6ccccc65)o4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)CC2)cc1,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,c1ccc2c(c1)ccc1op([Rh+]p3(N4CCOCC4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)(N3CCOCC3)->oc3ccc4ccccc4c3c12,c1ccc2c(c1)ccc1op([Rh+]p3(N4CCSCC4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)(N3CCSCC3)->oc3ccc4ccccc4c3c12,C[C@@H]1Np2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]P(c2ccccc2)(->c2ccccc2)c2ccccc21,C[C@@H]1[C@H]2OC(C)(C)O[C@@H]2[C@@H](C)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(c1ccccc1)->c1ccccc1,0,-5.00786018371582,-0.052165210247039795,96
CC1=N(->C2=C(C(C)C)C=C=CC2C(C)C)[Co+]2n3->c1cccc3C(C)=N2->[C@@H](C)C1CCCCC1,CC1=N(->c2c(C(C)C)cccc2C(C)C)[Co+]2n3->c1cccc3C(C)=N2->[C@@H](C)C1CCCCC1,CC1=N(->C2=C(C(C)C)C=C=CC2C(C)C)[Co+]2n3->c1cccc3C(C)=N2->[C@@H](C)C1CCCCC1,Cc1ccccc1P1(->c2ccccc2C)C[C@H]2CCCc3ccc(-c4ccccc4)n(->c32)[Ir+]1,c1ccc(-c2<-n3c4n(c2)CCC[C@H]4CP(c2ccccc2)(->c2ccccc2)[Ir+]3)cc1,c1ccc(-c2sc3c4<-n2[Ir+]P(c2ccccc2)(->c2ccccc2)C[C@H]4CCC3)cc1,2,-2.664653778076172,-0.041635215282440186,64
Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2c2scc(-c3ccccc3)<-n2[Ir+]1,C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2c2scc(-c3ccccc3)<-n2[Ir+]1,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,Cc1ccccc1P1(->c2ccccc2C)OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1CSC=2c1ccccc1,2,-2.204815626144409,-0.03392023965716362,65
Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3ccccc3[C@H](O)C3=C[C@H]([Fe]C4C=CC=C4)C=C3P(c3ccccc3)(->c3ccccc3)[Rh+]2)c1,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C1CC2CCC1C2)->C1C[C@H]2CC[C@@H]1C2,Cc1ccc(P2(->c3ccc(C)cc3)[Rh+]P(C(C)(C)C)(->C(C)(C)C)[C@H](C)C3=C[C@@H]([Fe]C4C=CC=C4)C=C32)cc1,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C(C)(C)C)->C(C)(C)C,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccco2)(->c2ccco2)[Rh+]P1(C(C)(C)C)->C(C)(C)C,O[C@@H]1C2=C[C@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)c2ccccc21,0,-57.741783142089844,-0.6345250606536865,91
COc1cccc2c1-c1c(OC)cccc1P(c1ccccc1)(->c1ccccc1)[Ir+]P2(c1ccccc1)->c1ccccc1,COc1cccc2c1-c1c(OC)cccc1P(c1ccccc1)(->c1ccccc1)[Ir+]P2(c1ccccc1)->c1ccccc1,COc1cccc2c1-c1c(OC)cccc1P(c1ccccc1)(->c1ccccc1)[Rh+]P2(c1ccccc1)->c1ccccc1,C[C@@H]1CC[C@@H](C)<-P12[Ir+]P1(->[C@H](C)CC[C@H]1C)c1ccccc12,CC(C)[C@@H]1<-N2=C(OC1)c1ccccc1-c1ccccc1P(c1ccccc1)(->c1ccccc1)[Ir+]2,COc1cccc2c1-c1c(OC)cccc1P(c1ccccc1)(->c1ccccc1)[Ni+2]P2(c1ccccc1)->c1ccccc1,1,-0.1929914355278015,-0.003327438607811928,58
Cc1cccc(C)c1SC[C@H]1O[C@@H]2OC(C)(C)OC2C1Op1([Ir+]p2(OC3C4OC(C)(C)O[C@H]4O[C@@H]3CSc3c(C)cccc3C)->oc3c(C(C)(C)C)cc(C)c(C)c3c3c(C)c(C)cc(C(C)(C)C)c3o2)->oc2c(C(C)(C)C)cc(C)c(C)c2c2c(C)c(C)cc(C(C)(C)C)c,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)OC(C)(C)[C@H]1<-N(=C(c2ccccc2)SC1)[Ir+]3,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@H](C)c1cccc(C)<-n1[Ir+]3,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC1(C)Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC(C)(C)c1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C(C)(C)C)cc4c2c1)OC(C)(C)[C@@H]1<-N(=C(c2ccccc2)SC1)[Ir+]3,0,-3.4077882766723633,-0.019253041595220566,177
CC(C)N(C(C)C)p1([Rh+]p2(N(C(C)C)C(C)C)->oc3c(P(c4ccccc4)c4ccccc4)cc4ccccc4c3c3c(o2)c(P(c2ccccc2)c2ccccc2)cc2ccccc23)->oc2c(P(c3ccccc3)c3ccccc3)cc3ccccc3c2c2c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc12,CCN(CC)p12->oc3c(P(c4ccccc4)c4ccccc4)cc4ccccc4c3c3c(o1)c(cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,c1ccc(P(c2ccccc2)c2cc3ccccc3c3c2op2(N4CCCCC4)->oc4c(cc5ccccc5c43)P(c3ccccc3)(->c3ccccc3)[Rh+]2)cc1,C[C@@H](C1=C(P2(C)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@H](C1=C(P2(C)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@@H]1[Fe]C1C=CC=C1)N(C)C,0,-4.016599178314209,-0.02526162937283516,159
Cc1cc(P2(->c3cc(C)c(C)c(C)c3)[Ru+2]P(c3cc(C)c(C)c(C)c3)(c3cc(C)c(C)c(C)c3)->c3cccc4c3C3(c5ccccc5-c5cccc2c53)c2ccccc2-4)cc(C)c1C,Cc1cc(P2(->c3cc(C)c(C)c(C)c3)[Rh+]P(c3cc(C)c(C)c(C)c3)(c3cc(C)c(C)c(C)c3)->c3cccc4c3C3(c5ccccc5-c5cccc2c53)c2ccccc2-4)cc(C)c1C,CC(C)(C)c1cc(C(C)(C)C)cc(P2(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->[C@@H](Cc5ccccc5)CO3)[Ir+]2)CC4)c1,CC(C)(C)c1cc(C2=N3->[C@H](CO2)c2ccccc2-c2ccccc2P(c2ccccc2)(->c2ccccc2)[Ir+]3)cc(C(C)(C)C)c1,Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3ccc4c(c3)[C@@]3(c5ccccc5-4)c4ccccc4-c4cccc(c43)P(c3cc(C)cc(C)c3)(->c3cc(C)cc(C)c3)[Ru+2]2)c1,c1ccc([C@@H]2CC[C@@H](c3ccccc3)<-P23CCP2(->[C@H](c4ccccc4)CC[C@H]2c2ccccc2)[Co+2]3)cc1,0,-3.5870418548583984,-0.032315693795681,111
Cc1ccccc1P1(c2ccccc2C)->[C@@H](C)C2=C[C@H]([Fe]C3C=CC=C3)C=C2P(C(C)(C)C)(->C(C)(C)C)[Rh+]1,Cc1ccccc1P1(c2ccccc2C)->[C@@H](C)C2=C[C@H]([Fe]C3C=CC=C3)C=C2P(C(C)(C)C)(->C(C)(C)C)[Rh+]1,Cc1ccccc1P1(c2ccccc2C)->C(C)C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(C(C)(C)C)(->C(C)(C)C)[Rh+]1,Cc1ccccc1P1(c2ccccc2C)->C(C)C2=C[C@H]([Fe]C3C=CC=C3)C=C2P(C(C)(C)C)(->C(C)(C)C)[Rh+]1,C[C@@H]1C2=C([C@H]([Fe]C3C=CC=C3)C=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C1CCCCC1)->C1CCCCC1,Cc1ccccc1P1(c2ccccc2C)->[C@H](C)C2=C[C@H]([Fe]C3C=CC=C3)C=C2P(C(C)(C)C)(->C(C)(C)C)[Rh+]1,1,-0.11694254726171494,-0.0015187343815341592,77
CC(C)(C)c1cc(C(C)(C)C)cc(P2(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->[C@@H](Cc5ccccc5)CO3)[Ir+]2)CC4)c1,CC(C)(C)c1cc(C(C)(C)C)cc(P2(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->CCO3)[Ir+]2)CC4)c1,CC(C)(C)c1cc(C(C)(C)C)cc(P([Ir+])(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)->c2cccc3c2[C@@]2(CCc4cccc(CN)c42)CC3)c1,CCN(CC)p12->oc3c(P(c4ccccc4)c4ccccc4)cc4ccccc4c3c3c(o1)c(cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,C[C@@H]1C2=C([C@H]([Fe]C3C=CC=C3)C=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C1CCCCC1)->C1CCCCC1,CC1(C)O[C@H]2CP(c3ccccc3)(->c3ccccc3)[Rh+]P(c3ccccc3)(->c3ccccc3)C[C@@H]2O1,0,-0.06255625188350677,-0.0005901533295400441,106
CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,c1ccc2c3c(ccc2c1)CP([Rh+]P1(N2CCC2)->Cc2ccc4ccccc4c2-c2c(ccc4ccccc24)C1)(N1CCC1)->Cc1ccc2ccccc2c1-3,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,1,-1.925696611404419,-0.025675954297184944,75
CC(C)(C)<-P1(C)[Rh+]P(C)(->C(C)(C)C)c2cc3c(cc21)OCO3,CC[C@H]1CC[C@H](CC)<-P12[Rh+]P1(->[C@@H](CC)CC[C@@H]1CC)c1ccccc12,CC(C)(C)<-P1(C)[Rh+]P(C)(->C(C)(C)C)c2nc3ccccc3nc21,COC[C@@H]1Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]P(c2ccccc2)(->c2ccccc2)[C@@H]1c1ccccc1,CC(C)(C)<-P1(C)[Rh+]P(C)(->C(C)(C)C)c2ccccc21,CC(C)(C)<-P1(C)[Rh+]P(C)(->C(C)(C)C)c2cc3c(cc21)OCO3,5,-2.972292184829712,-0.0675520971417427,44
