target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
COC(=O)c1ccc(O)c([C@@H]2CCCC2(C)C)c1,COC(=O)c1ccc(O)c([C@@H]2CCCC2(C)C)c1,COC(=O)c1ccc(O)c([C@H]2CCCC2(C)C)c1,COC(=O)c1ccc(O)c([C@@H]2CCCC2(C)C)cc1,COC(=O)c1ccc(O)c([C@@]2CCCC2(C)C)c1,COC(=O)c1ccc(O)c([CC@@H]2CCCC2(C)C)c1,1,-0.0378602109849453,-0.0011831315932795405,32
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CC@@H](C)C(=O)OC,COC(=O)(OC)[C@H](C)C(=O)OC,1,-0.029391292482614517,-0.0013359677977859974,22
CC(=O)OCC[C@@H](C)c1ccccc1,CC(=O)OCC[C@@H](C)c1ccccc1,CC(=O)OCC[C@H](C)c1ccccc1,CC(=O)OCC[CC@@H](C)c1ccccc1,CC(=O)OCC[C]@@H](C)c1ccccc1,CC(=O)OCC[CH](C)c1ccccc1,1,-0.09103762358427048,-0.00413807388395071,22
CC(CO)[C@@H](C)c1ccccc1,CC(CO)[C@H](C)c1ccccc1,CC(CO)[C@@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,C[C@H](CO)Cc1ccccc1,CC[C@@H](C)c1ccccc1,2,-2.437344551086426,-0.13540802896022797,18
COc1ccc(C[C@H](C)C(C)=O)cc1,COc1ccc(C[C@H](C)C(C)=O)cc1,COc1ccc(C[C@@H](C)C(C)=O)cc1,COc1ccc(C[CC@H](C)C(C)=O)cc1,COc1ccc(C[C@H](CC)C(C)=O)cc1,COc1ccc(CC[C@H](C)C(C)=O)cc1,1,-0.03385842218995094,-0.0013543368550017476,25
CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[CC@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C]@@H](CC1CC1)C(=O)OCc1ccccc1,1,-0.08323085308074951,-0.0020300208125263453,41
C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@H](C[N+](=O)[O-])c1ccccc1,C[CC@@H](C[N+](=O)[O-])c1ccccc1,C[C[C@@H](C[N+](=O)[O-])c1ccccc1,C[CC@H](C[N+](=O)[O-])c1ccccc1,1,-0.03519398346543312,-0.0014077593805268407,25
CC(C)[C@@H](CC(=O)c1ccccc1)c1ccccc1,CC(C)[C@@H](CC(=O)c1ccccc1)c1ccccc1,CC(C)[C@H](CC(=O)c1ccccc1)c1ccccc1,CC(C)[C[C@@H](CC(=O)c1ccccc1)c1ccccc1,CC(C)[C]](CC(=O)c1ccccc1)c1ccccc1,CC(C)[CC@@H](CC(=O)c1ccccc1)c1ccccc1,1,-0.11489219218492508,-0.004103292711079121,28
CC(=O)N[C@@H]1CCc2ccccc2C1,CC(=O)N[C@@H]1CCc2ccccc2C1,CC(=O)N[C@H]1CCc2ccccc2C1,CC(=O)N[C]O[C@H]1CCc2ccccc2C1,CC(=O)N[C]O[C@@H]1CCc2ccccc2C1,CC(=O)N[C[C@@H]1CCc2ccccc2C1,1,-0.5905278921127319,-0.025675125420093536,23
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,C[Cc1ccc(OC)cc1C[C@H](C)c1ccccc1,C[C=C(c1ccccc1)[C@H](C)Cc1ccccc1,1,-0.05367705598473549,-0.0024398660752922297,22
CC(C)OC(=O)[C@H](C)Cc1ccccc1,CC(C)OC(=O)[C@H](C)Cc1ccccc1,CC(C)OC(=O)[C@@H](C)Cc1ccccc1,CC(C)OC(=O)[CC@@H](C)Cc1ccccc1,CC(C)OC(=O)[CC@H](C)Cc1ccccc1,CC(C)OC(=O)[C@H](F)Cc1ccccc1,1,-0.2991868257522583,-0.01246611773967743,24
COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,COc1ccc2cc([C@@H](C)C(=O)O)ccc2C1,COCOc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,COc1ccc2cc([CC@@H](C)C(=O)O)ccc2c1,1,-0.023167431354522705,-0.0008274082792922854,28
COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@@H](C)CC(=O)O,COC(=O)[CC@H](C)CC(=O)O,COC(=O)[CC@@H](C)CC(=O)O,CC[C@@H](C)C(=O)OC,1,-0.22547964751720428,-0.011273982003331184,20
CCC(CC)C[C@@H](NC(C)=O)C(=O)OC,CCC(C[C@@H](NC(C)=O)C(=O)OC)CC,CCC(C[C@H](NC(C)=O)C(=O)OC)CC,CCC(C)[C@@H](NC(C)=O)C(=O)OC)CC,CCC(C)[C@H](NC(C)=O)C(=O)OC)CC,CCC(C[C@@H](NC(C)=O)C(=O)OC,0,-35.79676818847656,-1.3767987489700317,26
COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[CC@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[COC@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[COB@H](Cc1ccc(Cl)cc1)NC(C)=O,1,-0.013612421229481697,-0.0004693938244599849,29
C[C@H](c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,C[C@@H](c1ccccc1)C(C)(C)C,C[CC@H](c1ccccc1)C(C)(C)C,C[C]@H](c1ccccc1)C(C)(C)C,C[C=C(c1ccccc1)C(C)(C)C,1,-0.11052130907773972,-0.00502369599416852,22
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=Cc1ccccc1)NC(C)=O,1,-0.32158297300338745,-0.012368575669825077,26
CC[C@@H](Oc1ccccc1)C(=O)O,CC[C@@H](Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,CC[CC@@H](Oc1ccccc1)C(=O)O,CC[C[C@@H](Oc1ccccc1)C(=O)O,CC[C]@@H](Oc1ccccc1)C(=O)O,1,-0.521393358707428,-0.023699698969721794,22
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CO)c1ccc([C@@H](C)Cc2ccccc2)cc1,CC[CO)c1ccc([C@H](C)Cc2ccccc2)cc1,CC[C]Oc1ccc([C@@H](C)Cc2ccccc2)cc1,1,-0.6909263134002686,-0.03636454418301582,19
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C(\C)C(=O)OC,COC(=O)C[C](C)C(=O)OC,COC(=O)C[C\C)C(=O)OC,2,-1.8159465789794922,-0.0825430229306221,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C(@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,1,-0.01881127804517746,-0.0007235106895677745,26
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COOCC[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[COB@H](Cc1ccccc1)NC(C)=O,1,-0.03496288135647774,-0.001344726188108325,26
CC(C)C[C@H](C)c1ccccc1,CC(C)C[C@H](C)c1ccccc1,CC(C)C[C@@H](C)c1ccccc1,CC(C)C[C[C@H](C)c1ccccc1,CC(C)C[C]O[C@H](C)c1ccccc1,CC(C)C[C=O)C[C@@H](C)c1ccccc1,1,-0.14278940856456757,-0.007139470428228378,20
c1ccc2c(c1)CCC[C@@H]2N1CCCC1,c1ccc2c(c1)CC[C@@H](N1CCCC1)C2,c1ccc2c(c1)CC[C@H](N1CCCC1)C2,c1ccc2c(c1)CC[C@@H](N1CCCC1)CC1,c1ccc2c(c1)CCN(CC1)CC[C@@H](N1CCCC1)C2,c1ccc2c(c1)CCN(CC1)CC[C@@H](C1CCCC1)C2,0,-20.42279052734375,-0.8169116377830505,25
CCOC(=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[C@H](F)Cc1ccccc1,CCOC(=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[CC@H](F)Cc1ccccc1,CCOC(=O)[COH](F)Cc1ccccc1,CCOC(=O)[C#H](F)Cc1ccccc1,2,-1.2147243022918701,-0.055214740335941315,22
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CCOC(=O)[C@H](C)c1ccc(OC)cc1,CC[C\C)c1ccc([C@H](C)CCO)cc1,CC[CCOc1ccc([C@H](C)c2ccccc2)cc1,1,-0.18656833469867706,-0.009819385595619678,19
COP(=O)(OC)[C@H](C)OC(=O)c1ccccc1,COP(=O)(OC)[C@H](C)OC(=O)c1ccccc1,COP(=O)(OC)[C@@H](C)OC(=O)c1ccccc1,COP(=O)(OC)[CC@H](C)OC(=O)c1ccccc1,COP(=O)(OC)[C/C=C(\C)OC(=O)c1ccccc1,COP(=O)(=O)[C@H](C)OC(=O)c1ccccc1,1,-0.000727031787391752,-2.692710404517129e-05,27
COc1ccc([C@H](C)Cc2ccccc2)cc1,COc1ccc([C@H](C)Cc2ccccc2)cc1,COc1ccc([C@@H](C)Cc2ccccc2)cc1,COc1ccc([CH](C)Cc2ccccc2)cc1,COc1ccc([C@H](C)N2ccccc2)cc1,COc1ccc([C\C)Cc2ccccc2)cc1,1,-0.010240397416055202,-0.00042668322566896677,24
CC1(C)OB([C@@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C]c2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([Cc2ccccc2)N2CCOC2=O)OC1(C)C,C[C@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,1,-0.3149130344390869,-0.00874758418649435,36
O=C(O)C[C@H](c1ccccc1)c1ccc(Br)cc1,O=C(O)C[C@H](c1ccccc1)c1ccc(Br)cc1,O=C(O)C[C@@H](c1ccccc1)c1ccc(Br)cc1,O=C(O)C[CC@H](c1ccccc1)c1ccc(Br)cc1,O=C(O)C[C@](c1ccccc1)c1ccc(Br)cc1,O=C(NCC[C@H](c1ccccc1)c1ccc(Br)cc1,1,-0.013237222097814083,-0.0004412407288327813,30
CCOC(=O)C[C@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C@@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C[C@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C]@H]1Nc2ccccc2OC1=O,CCOC(=O)C[CC@H]1Nc2ccccc2OC1=O,1,-0.19035908579826355,-0.007050336338579655,27
C[C@H](c1ccc(Cl)cc1)N(C)Cc1ccccc1,C[C@H](c1ccccc1)N(C)Cc1ccccc1,C[C@@H](c1ccccc1)N(C)Cc1ccccc1,C[CC@H](c1ccccc1)N(C)Cc1ccccc1,C[C[C@H](c1ccccc1)N(C)Cc1ccccc1,C[CH](c1ccccc1)N(C)Cc1ccccc1,0,-10.180140495300293,-0.351039320230484,29
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,1,-0.01518346555531025,-0.0005839794175699353,26
CON(C)C(=O)C[C@@H](C)c1ccccc1,CON(C)C(=O)C[C@@H](C)c1ccccc1,CON(C)C(=O)C[C@H](C)c1ccccc1,CON(C)C(=O)C[C[C@@H](C)c1ccccc1,CON(C)C(=O)C[CC@@H](C)c1ccccc1,CON(C)C(=O)C[C[C@H](C)c1ccccc1,1,-0.15264073014259338,-0.00610562926158309,25
CC(=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@@H](C)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)/c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)c1ccc(C(S)(F)F)cc1,CC(=O)N[CC@H](C)c1ccc(C(F)(F)F)cc1,1,-0.02693111263215542,-0.0008977037505246699,30
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,1,-0.07681261003017426,-0.0040427688509225845,19
CC(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@H](Cc2ccccc2)C1=O,cc(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C]@@H](Cc2ccccc2)C1=O,CC)C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,1,-0.0418575257062912,-0.0012311036698520184,34
COC(=O)[C@@H](C)NC=O,COC(=O)[C@@H](C)NC=O,COC(=O)[C@H](C)NC=O,CC[C@@H](NC=O)C(=O)OC,CC[C@H](NC=O)C(=O)OC,C[C@@H](NC=O)C(=O)OC,1,-0.3026750087738037,-0.01780441217124462,17
COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C[C@@H](C)C(=O)O,COC(=O)C[CC@@H](C)C(=O)O,COC(=O)C[C[C@H](C)C(=O)O,1,-0.4825793206691742,-0.021935423836112022,22
COC(=O)[C@@H](Cc1ccccc1Cl)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1Cl)NC(C)=O,COC(=O)[C@H](Cc1ccccc1Cl)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1OC)NC(C)=O,1,-0.015460867434740067,-0.0005726247327402234,27
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,1,-0.04204660654067993,-0.0019112094305455685,22
COc1ccc(C[C@@H](C)CO)cc1,COc1ccc(C[C@@H](C)CO)cc1,COc1ccc(C[C@H](C)CO)cc1,COc1ccc(C[CC@@H](C)CO)cc1,COc1ccc(C[CC@H](C)CO)cc1,COc1ccc(C[C\C)CO)cc1,1,-0.14095568656921387,-0.007047784514725208,20
CC(=O)N[C@H](CCc1ccccc1)c1ccccc1,CC(=O)N[C@H](CCc1ccccc1)c1ccccc1,CC(=O)N[C@@H](CCc1ccccc1)c1ccccc1,CC(=O)N[CC@H](CCc1ccccc1)c1ccccc1,cc(=O)N[C@H](CCc1ccccc1)c1ccccc1,CC(=O)N[CH](CCc1ccccc1)c1ccccc1,1,-0.018069308251142502,-0.0006692336173728108,27
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,C[C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,1,-0.03474165499210358,-0.0015791661571711302,22
CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@@H](NC(C)=O)c1ccccc1,CCC[C[C@H](NC(C)=O)c1ccccc1,CCC[CC@H](NC(C)=O)c1ccccc1,CCC[C]@H](NC(C)=O)c1ccccc1,1,-0.20399169623851776,-0.009272349998354912,22
COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1OC)NC(C)=O,1,-0.07225722074508667,-0.002491628285497427,29
COc1ccc2c(c1)CCC[C@H]2C,COc1ccc2c(c1)CCC[C@H]2C,COc1ccc2c(c1)CCC[C@@H]2C,COc1ccc2c(c1)CCC[C#H]2C,COc1ccc2c(c1)CCC[CH]2C,COc1ccc2c(c1)CCC[C]]2C,1,-0.39087361097335815,-0.017766982316970825,22
CC(C)(C)[NH3+].CC(C)C[C@H](C#N)CC(=O)[O-],CC(C)(C)[NH3+].CC(C)C[C@H](C#N)CC(=O)[O-],CC(C)(C)[NH3+].CC(C)C[C@@H](C#N)CC(=O)[O-],CC(C)(C)[NH3-].CC(C)C[C@H](C#N)CC(=O)[O-],CC(C)(C)[NH3+].CC(C)C[C]@H](C#N)CC(=O)[O-],CC(C)(C)[NH3+].CC(C)C[CC@H](C#N)CC(=O)[O-],1,-0.16680775582790375,-0.004765935707837343,35
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[C]@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,1,-0.08661334961652756,-0.003765797708183527,23
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C(Cc1ccccc1)c1ccccc1.CC[C@H](C)c1ccccc1,C[C(Cc1ccccc1)c1ccccc1.CC[C@@H](C)c1ccccc1,C[COP(=O)(OCc1ccccc1)[C@H](C)Cc1ccccc1,2,-0.7140585780143738,-0.03245720639824867,22
O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C@@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[CC@H]1CCc2ccccc2N1)c1ccccc1,O=C(/C[C@H]1CCc2ccccc2N1)c1ccccc1,1,-0.13267894089221954,-0.0045751361176371574,29
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,CC(=O)N[C@H](C)C(=O)OC,2,-2.088434934616089,-0.10442174971103668,20
CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C](C)c1ccccc1,2,-0.7612626552581787,-0.03309837728738785,23
C=C(/C=C\C)C[C@@H](C)c1ccccc1,C=C(/C=C\C)C[C@@H](C)c1ccccc1,C=C(/C=C\C)C[C@H](C)c1ccccc1,C=C(/C=C(\C)C[C@@H](C)c1ccccc1,C=C(/C=C/C)C[C@@H](C)c1ccccc1,C=C(/C=C\C)C[CC@@H](C)c1ccccc1,1,-0.048816848546266556,-0.0018775711068883538,26
COC(=O)[C@H](C)Cc1ccccc1,COC(=O)[C@H](C)Cc1ccccc1,COC(=O)[C@@H](C)Cc1ccccc1,COC(=O)[CC@H](C)Cc1ccccc1,COC(=O)[C/C)Cc1ccccc1,COC(=O)[C=C/C)Cc1ccccc1,1,-0.09919527173042297,-0.004723584279417992,21
COC(=O)[C@@H](C)Cc1ccccc1,COC(=O)[C@@H](C)Cc1ccccc1,COC(=O)[C@H](C)Cc1ccccc1,COC(=O)[CC@@H](C)Cc1ccccc1,COC(=O)[COCC[C@@H](C)Cc1ccccc1,COC(=O)[C[C@@H](C)Cc1ccccc1,1,-0.12889090180397034,-0.006137662101536989,21
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[CO[C@H](C)c1ccccc1,CC(=O)N[C]O[C@H](C)c1ccccc1,CC(=O)N[C[C@H](C)c1ccccc1,1,-0.10431581735610962,-0.004967419896274805,21
COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C[C@@H](C)C(=O)O,COC(=O)C[CC@@H](C)C(=O)O,COC(=O)C[C[C@H](C)C(=O)O,2,-0.9602576494216919,-0.04364807531237602,22
CC(=O)N[C@H](C#N)Cc1ccccc1,CC(=O)N[C@H](C#N)Cc1ccccc1,CC(=O)N[C@@H](C#N)Cc1ccccc1,CC(=O)N[CC@H](C#N)Cc1ccccc1,CC(=O)N[CC@@H](C#N)Cc1ccccc1,CC(=O)N[C@H](C#N])Cc1ccccc1,1,-0.20889274775981903,-0.008703864179551601,24
C[C@@H](CC(=O)C1CC1)C(=O)O,C[C@@H](CC(=O)C1CC1)C(=O)O,C[C@H](CC(=O)C1CC1)C(=O)O,C[C@@H](C(=O)C1CC1)C(=O)O,COC(=O)C[C@H](C)C(=O)O,C[C(CC(=O)C1CC1)C(=O)O,1,-0.034870415925979614,-0.0014529339969158173,24
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,CC[C@@H](C)c1ccc(OC)cc1,1,-0.07248634099960327,-0.003294833702966571,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CH](Cc1ccccc1)NC(C)=O,1,-0.04613504186272621,-0.0017744246870279312,26
C[C@H](CC(=O)O)C(=O)O,C[C@H](CC(=O)O)C(=O)O,C[C@@H](CC(=O)O)C(=O)O,C[COP(=O)C[C@@H](C)C(=O)O,C[C/C(=O)C[C@@H](C)C(=O)O,C[C[C@H](CC(=O)O)C(=O)O,1,-0.19049270451068878,-0.009071080945432186,21
C[C@@H](Cc1ccccc1)C(=O)O,C[C@@H](Cc1ccccc1)C(=O)O,C[C@H](Cc1ccccc1)C(=O)O,C[CC@@H](Cc1ccccc1)C(=O)O,C[CC@H](Cc1ccccc1)C(=O)O,C[CH](Cc1ccccc1)C(=O)O,1,-0.2276826947927475,-0.010349213145673275,22
Brc1ccc([C@H]2CCc3ccccc3O2)cc1,Brc1ccc([C@H]2CCc3ccccc3O2)cc1,Brc1ccc([C@@H]2CCc3ccccc3O2)cc1,BSc1ccc([C@H]2CCc3ccccc3O2)cc1,BSc1ccc([C@@H]2CCc3ccccc3O2)cc1,BB1ccc([C@H]2CCc3ccccc3O2)cc1,1,-0.3520469665527344,-0.014081878587603569,25
CCC[C@H](CC(=O)OCC)NC(C)=O,CCC[C@@H](CC(=O)OCC)NC(C)=O,CCC[C@H](CC(=O)OCC)NC(C)=O,CCC[C/C[C@@H](CC(=O)OCC)NC(C)=O,CCC[C[C@@H](CC(=O)OCC)NC(C)=O,CCC[C[C@H](CC(=O)OCC)NC(C)=O,2,-1.0089795589447021,-0.04386867582798004,23
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C[C@@H](C)NC(C)=O,COC(=O)C[C[C@H](C)NC(C)=O,COC(=O)C[CC@H](C)NC(C)=O,2,-0.7139876484870911,-0.0324539840221405,22
COC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@H](F)[C@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@@H](F)[C@@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@@H](F)[C@H](NC(C)=O)c1ccc2ccccc2c1,COC(=O)[C@H](F)[CC@@H](NC(C)=O)c1ccc2ccccc2c1,1,-0.012452496215701103,-0.00034590266295708716,36
C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[CC@H](c1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,C[C\c1ccccc1)c1ccccc1C(=O)O,1,-0.16188009083271027,-0.00599555904045701,27
CC(=O)N[C@@H](C)CC(=O)c1ccccc1,CC(=O)N[C@@H](C)CC(=O)c1ccccc1,CC(=O)N[C@H](C)CC(=O)c1ccccc1,CC(=O)N[C/C(C)CC(=O)c1ccccc1,CC(=O)N[CH](C)CC(=O)c1ccccc1,CC(=O)N[C(C)CC(=O)c1ccccc1,1,-0.0393536314368248,-0.0015136011643335223,26
